phone,id,fol,prev,word,start,end,file_name
w,0-0-49-2,a,ɣ,agua,14.0,14.05,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-49-3,#,w,agua,14.05,14.12,habitanteysuesperanza_01_neruda_128kb_36
p,0-0-50-0,r,#,profunda,14.12,14.16,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-50-1,o,p,profunda,14.16,14.22,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-50-2,f,r,profunda,14.22,14.25,habitanteysuesperanza_01_neruda_128kb_36
f,0-0-50-3,ũ,o,profunda,14.25,14.35,habitanteysuesperanza_01_neruda_128kb_36
ũ,0-0-50-4,n,f,profunda,14.35,14.43,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-50-5,d̪,ũ,profunda,14.43,14.5,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-50-6,a,n,profunda,14.5,14.55,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-50-7,#,d̪,profunda,14.55,14.88,habitanteysuesperanza_01_neruda_128kb_36
,0-0-51-0,#,#,,14.88,14.91,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-52-0,#,#,o,14.91,15.0,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-53-0,a,#,más,15.0,15.07,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-53-1,s,m,más,15.07,15.12,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-53-2,#,a,más,15.12,15.2,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-54-0,i,#,distante,15.2,15.25,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-54-1,s,d̪,distante,15.25,15.29,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-54-2,t̪,i,distante,15.29,15.38,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-54-3,ã,s,distante,15.38,15.43,habitanteysuesperanza_01_neruda_128kb_36
ã,0-0-54-4,n,t̪,distante,15.43,15.52,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-54-5,t̪,ã,distante,15.52,15.63,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-54-6,e,n,distante,15.63,15.68,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-54-7,#,t̪,distante,15.68,15.89,habitanteysuesperanza_01_neruda_128kb_36
,0-0-55-0,#,#,,15.89,16.05,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-56-0,a,#,las,16.05,16.09,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-56-1,s,l,las,16.09,16.12,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-56-2,#,a,las,16.12,16.17,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-57-0,a,#,carretas,16.17,16.22,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-57-1,r,k,carretas,16.22,16.26,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-57-2,e,a,carretas,16.26,16.32,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-57-3,t̪,r,carretas,16.32,16.4,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-57-4,a,e,carretas,16.4,16.46,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-57-5,s,t̪,carretas,16.46,16.5,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-57-6,#,a,carretas,16.5,16.61,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-58-0,#,#,atascadas,16.61,17.13,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-59-0,e,#,de,17.13,17.18,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-59-1,#,d̪,de,17.18,17.22,habitanteysuesperanza_01_neruda_128kb_36
b,0-0-60-0,j,#,viejos,17.22,17.27,habitanteysuesperanza_01_neruda_128kb_36
j,0-0-60-1,e,b,viejos,17.27,17.33,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-60-2,x,j,viejos,17.33,17.37,habitanteysuesperanza_01_neruda_128kb_36
x,0-0-60-3,o,e,viejos,17.37,17.47,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-60-4,s,x,viejos,17.47,17.52,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-60-5,#,o,viejos,17.52,17.61,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-61-0,#,#,trigos,17.61,18.14,habitanteysuesperanza_01_neruda_128kb_36
,0-0-62-0,#,#,,18.14,18.22,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-63-0,a,#,la,18.22,18.32,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-63-1,#,l,la,18.32,18.43,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-64-0,#,#,hierra,18.43,18.82,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-65-0,o,#,los,18.82,18.9,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-65-1,s,l,los,18.9,18.93,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-65-2,#,o,los,18.93,19.03,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-66-0,β,#,avellanos,19.03,19.07,habitanteysuesperanza_01_neruda_128kb_36
β,0-0-66-1,e,a,avellanos,19.07,19.14,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-66-2,ʃ,β,avellanos,19.14,19.18,habitanteysuesperanza_01_neruda_128kb_36
ʃ,0-0-66-3,a,e,avellanos,19.18,19.26,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-66-4,n,ʃ,avellanos,19.26,19.37,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-66-5,o,a,avellanos,19.37,19.44,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-66-6,s,n,avellanos,19.44,19.54,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-66-7,#,o,avellanos,19.54,19.74,habitanteysuesperanza_01_neruda_128kb_36
,0-0-67-0,#,#,,19.74,19.777506,habitanteysuesperanza_01_neruda_128kb_36
,0-0-0-0,#,#,,0.0,0.03,habitanteysuesperanza_01_neruda_128kb_37
s,0-0-1-0,o,#,solo,0.03,0.13,habitanteysuesperanza_01_neruda_128kb_37
o,0-0-1-1,l,s,solo,0.13,0.2,habitanteysuesperanza_01_neruda_128kb_37
l,0-0-1-2,o,o,solo,0.2,0.26,habitanteysuesperanza_01_neruda_128kb_37
o,0-0-1-3,#,l,solo,0.26,0.31,habitanteysuesperanza_01_neruda_128kb_37
m,0-0-2-0,e,#,me,0.31,0.38,habitanteysuesperanza_01_neruda_128kb_37
e,0-0-2-1,#,m,me,0.38,0.42,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-3-0,p,#,apena,0.42,0.53,habitanteysuesperanza_01_neruda_128kb_37
p,0-0-3-1,e,a,apena,0.53,0.57,habitanteysuesperanza_01_neruda_128kb_37
e,0-0-3-2,n,p,apena,0.57,0.64,habitanteysuesperanza_01_neruda_128kb_37
n,0-0-3-3,a,e,apena,0.64,0.69,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-3-4,#,n,apena,0.69,0.76,habitanteysuesperanza_01_neruda_128kb_37
p,0-0-4-0,ẽ,#,pensar,0.76,0.81,habitanteysuesperanza_01_neruda_128kb_37
ẽ,0-0-4-1,n,p,pensar,0.81,0.84,habitanteysuesperanza_01_neruda_128kb_37
n,0-0-4-2,s,ẽ,pensar,0.84,0.88,habitanteysuesperanza_01_neruda_128kb_37
s,0-0-4-3,a,n,pensar,0.88,0.99,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-4-4,ɾ,s,pensar,0.99,1.06,habitanteysuesperanza_01_neruda_128kb_37
ɾ,0-0-4-5,#,a,pensar,1.06,1.15,habitanteysuesperanza_01_neruda_128kb_37
c,0-0-5-0,e,#,que,1.15,1.21,habitanteysuesperanza_01_neruda_128kb_37
e,0-0-5-1,#,c,que,1.21,1.24,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-6-0,ʃ,#,haya,1.24,1.38,habitanteysuesperanza_01_neruda_128kb_37
ʃ,0-0-6-1,a,a,haya,1.38,1.46,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-6-2,#,ʃ,haya,1.46,1.56,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-7-0,p,#,aprendido,1.56,1.61,habitanteysuesperanza_01_neruda_128kb_37
p,0-0-7-1,ɾ,a,aprendido,1.61,1.67,habitanteysuesperanza_01_neruda_128kb_37
ɾ,0-0-7-2,ẽ,p,aprendido,1.67,1.71,habitanteysuesperanza_01_neruda_128kb_37
ẽ,0-0-7-3,n,ɾ,aprendido,1.71,1.75,habitanteysuesperanza_01_neruda_128kb_37
n,0-0-7-4,d̪,ẽ,aprendido,1.75,1.8,habitanteysuesperanza_01_neruda_128kb_37
d̪,0-0-7-5,i,n,aprendido,1.8,1.85,habitanteysuesperanza_01_neruda_128kb_37
i,0-0-7-6,ð,d̪,aprendido,1.85,1.9,habitanteysuesperanza_01_neruda_128kb_37
ð,0-0-7-7,o,i,aprendido,1.9,1.96,habitanteysuesperanza_01_neruda_128kb_37
o,0-0-7-8,#,ð,aprendido,1.96,2.04,habitanteysuesperanza_01_neruda_128kb_37
l,0-0-8-0,a,#,las,2.04,2.1,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-8-1,s,l,las,2.1,2.15,habitanteysuesperanza_01_neruda_128kb_37
s,0-0-8-2,#,a,las,2.15,2.21,habitanteysuesperanza_01_neruda_128kb_37
k,0-0-9-0,o,#,cosas,2.21,2.29,habitanteysuesperanza_01_neruda_128kb_37
o,0-0-9-1,s,k,cosas,2.29,2.35,habitanteysuesperanza_01_neruda_128kb_37
s,0-0-9-2,a,o,cosas,2.35,2.45,habitanteysuesperanza_01_neruda_128kb_37
a,0-0-9-3,s,s,cosas,2.45,2.49,habitanteysuesperanza_01_neruda_128kb_37
s,0-0-9-4,#,a,cosas,2.49,2.57,habitanteysuesperanza_01_neruda_128kb_37
spn,0-0-10-0,#,#,inótilmente,2.57,3.341247,habitanteysuesperanza_01_neruda_128kb_37
,0-0-0-0,#,#,,0.0,0.05,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-1-0,e,#,me,0.05,0.13,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-1-1,#,m,me,0.13,0.19,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-2-0,p,#,apena,0.19,0.25,habitanteysuesperanza_01_neruda_128kb_38
p,0-0-2-1,e,a,apena,0.25,0.34,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-2-2,n,p,apena,0.34,0.4,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-2-3,a,e,apena,0.4,0.46,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-2-4,#,n,apena,0.46,0.53,habitanteysuesperanza_01_neruda_128kb_38
r,0-0-3-0,e,#,recordar,0.53,0.6,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-3-1,k,r,recordar,0.6,0.65,habitanteysuesperanza_01_neruda_128kb_38
k,0-0-3-2,o,e,recordar,0.65,0.71,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-3-3,r,k,recordar,0.71,0.75,habitanteysuesperanza_01_neruda_128kb_38
r,0-0-3-4,ð,o,recordar,0.75,0.85,habitanteysuesperanza_01_neruda_128kb_38
ð,0-0-3-5,a,r,recordar,0.85,0.86,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-3-6,ɾ,ð,recordar,0.86,0.94,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-3-7,#,a,recordar,0.94,0.99,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-4-0,a,#,las,0.99,1.03,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-4-1,s,l,las,1.03,1.09,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-4-2,#,a,las,1.09,1.19,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-5-0,l,#,alegrías,1.19,1.22,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-5-1,e,a,alegrías,1.22,1.28,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-5-2,ɣ,l,alegrías,1.28,1.31,habitanteysuesperanza_01_neruda_128kb_38
ɣ,0-0-5-3,ɾ,e,alegrías,1.31,1.37,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-5-4,i,ɣ,alegrías,1.37,1.44,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-5-5,a,ɾ,alegrías,1.44,1.53,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-5-6,s,i,alegrías,1.53,1.61,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-5-7,#,a,alegrías,1.61,1.66,habitanteysuesperanza_01_neruda_128kb_38
d̪,0-0-6-0,e,#,de,1.66,1.7,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-6-1,#,d̪,de,1.7,1.74,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-7-0,i,#,mi,1.74,1.79,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-7-1,#,m,mi,1.79,1.82,habitanteysuesperanza_01_neruda_128kb_38
spn,0-0-8-0,#,#,destresa,1.82,2.54,habitanteysuesperanza_01_neruda_128kb_38
,0-0-9-0,#,#,,2.54,2.76,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-10-0,l,#,el,2.76,2.81,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-10-1,#,e,el,2.81,2.86,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-11-0,ç,#,ejercicio,2.86,2.9,habitanteysuesperanza_01_neruda_128kb_38
ç,0-0-11-1,e,e,ejercicio,2.9,2.99,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-11-2,ɾ,ç,ejercicio,2.99,3.02,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-11-3,s,e,ejercicio,3.02,3.06,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-11-4,i,ɾ,ejercicio,3.06,3.16,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-11-5,s,s,ejercicio,3.16,3.24,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-11-6,j,i,ejercicio,3.24,3.34,habitanteysuesperanza_01_neruda_128kb_38
j,0-0-11-7,o,s,ejercicio,3.34,3.37,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-11-8,#,j,ejercicio,3.37,3.41,habitanteysuesperanza_01_neruda_128kb_38
d̪,0-0-12-0,e,#,de,3.41,3.46,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-12-1,#,d̪,de,3.46,3.49,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-13-0,i,#,mi,3.49,3.57,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-13-1,#,m,mi,3.57,3.6,habitanteysuesperanza_01_neruda_128kb_38
b,0-0-14-0,i,#,vida,3.6,3.68,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-14-1,ð,b,vida,3.68,3.78,habitanteysuesperanza_01_neruda_128kb_38
ð,0-0-14-2,a,i,vida,3.78,3.79,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-14-3,#,ð,vida,3.79,3.86,habitanteysuesperanza_01_neruda_128kb_38
k,0-0-15-0,õ,#,conducida,3.86,3.95,habitanteysuesperanza_01_neruda_128kb_38
õ,0-0-15-1,n,k,conducida,3.95,4.0,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-15-2,d̪,õ,conducida,4.0,4.05,habitanteysuesperanza_01_neruda_128kb_38
d̪,0-0-15-3,u,n,conducida,4.05,4.09,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-15-4,s,d̪,conducida,4.09,4.13,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-15-5,i,u,conducida,4.13,4.25,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-15-6,ð,s,conducida,4.25,4.36,habitanteysuesperanza_01_neruda_128kb_38
ð,0-0-15-7,a,i,conducida,4.36,4.37,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-15-8,#,ð,conducida,4.37,4.44,habitanteysuesperanza_01_neruda_128kb_38
k,0-0-16-0,o,#,como,4.44,4.52,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-16-1,m,k,como,4.52,4.55,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-16-2,o,o,como,4.55,4.64,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-16-3,#,m,como,4.64,4.67,habitanteysuesperanza_01_neruda_128kb_38
ũ,0-0-17-0,n,#,un,4.67,4.74,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-17-1,#,ũ,un,4.74,4.78,habitanteysuesperanza_01_neruda_128kb_38
ĩ,0-0-18-0,n,#,instrumento,4.78,4.82,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-18-1,s,ĩ,instrumento,4.82,4.86,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-18-2,t̪,n,instrumento,4.86,4.93,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-18-3,ɾ,s,instrumento,4.93,4.98,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-18-4,u,t̪,instrumento,4.98,5.03,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-18-5,m,ɾ,instrumento,5.03,5.06,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-18-6,ẽ,u,instrumento,5.06,5.14,habitanteysuesperanza_01_neruda_128kb_38
ẽ,0-0-18-7,n,m,instrumento,5.14,5.23,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-18-8,t̪,ẽ,instrumento,5.23,5.31,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-18-9,o,n,instrumento,5.31,5.39,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-18-10,#,t̪,instrumento,5.39,5.54,habitanteysuesperanza_01_neruda_128kb_38
,0-0-19-0,#,#,,5.54,5.57,habitanteysuesperanza_01_neruda_128kb_38
ẽ,0-0-20-0,n,#,en,5.57,5.65,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-20-1,#,ẽ,en,5.65,5.72,habitanteysuesperanza_01_neruda_128kb_38
b,0-0-21-0,u,#,busca,5.72,5.77,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-21-1,s,b,busca,5.77,5.85,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-21-2,k,u,busca,5.85,5.94,habitanteysuesperanza_01_neruda_128kb_38
k,0-0-21-3,a,s,busca,5.94,6.01,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-21-4,#,k,busca,6.01,6.07,habitanteysuesperanza_01_neruda_128kb_38
d̪,0-0-22-0,e,#,de,6.07,6.12,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-22-1,#,d̪,de,6.12,6.16,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-23-0,n,#,una,6.16,6.29,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-23-1,a,u,una,6.29,6.35,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-23-2,#,n,una,6.35,6.4,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-24-0,s,#,esperanza,6.4,6.44,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-24-1,p,e,esperanza,6.44,6.53,habitanteysuesperanza_01_neruda_128kb_38
p,0-0-24-2,e,s,esperanza,6.53,6.6,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-24-3,ɾ,p,esperanza,6.6,6.64,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-24-4,ã,e,esperanza,6.64,6.67,habitanteysuesperanza_01_neruda_128kb_38
ã,0-0-24-5,n,ɾ,esperanza,6.67,6.77,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-24-6,s,ã,esperanza,6.77,6.82,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-24-7,a,n,esperanza,6.82,6.93,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-24-8,#,s,esperanza,6.93,7.16,habitanteysuesperanza_01_neruda_128kb_38
,0-0-25-0,#,#,,7.16,7.39,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-26-0,a,#,la,7.39,7.49,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-26-1,#,l,la,7.49,7.54,habitanteysuesperanza_01_neruda_128kb_38
d̪,0-0-27-0,e,#,desierta,7.54,7.58,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-27-1,s,d̪,desierta,7.58,7.64,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-27-2,j,e,desierta,7.64,7.77,habitanteysuesperanza_01_neruda_128kb_38
j,0-0-27-3,e,s,desierta,7.77,7.81,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-27-4,ɾ,j,desierta,7.81,7.84,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-27-5,t̪,e,desierta,7.84,7.91,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-27-6,a,ɾ,desierta,7.91,7.99,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-27-7,#,t̪,desierta,7.99,8.03,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-28-0,a,#,latitud,8.03,8.09,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-28-1,t̪,l,latitud,8.09,8.14,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-28-2,i,a,latitud,8.14,8.21,habitanteysuesperanza_01_neruda_128kb_38
i,0-0-28-3,t̪,t̪,latitud,8.21,8.26,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-28-4,u,i,latitud,8.26,8.34,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-28-5,ð,t̪,latitud,8.34,8.53,habitanteysuesperanza_01_neruda_128kb_38
ð,0-0-28-6,#,u,latitud,8.53,8.54,habitanteysuesperanza_01_neruda_128kb_38
spn,0-0-29-0,#,#,banamente,8.54,9.11,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-30-0,ɣ,#,explorada,9.11,9.15,habitanteysuesperanza_01_neruda_128kb_38
ɣ,0-0-30-1,s,e,explorada,9.15,9.21,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-30-2,p,ɣ,explorada,9.21,9.29,habitanteysuesperanza_01_neruda_128kb_38
p,0-0-30-3,l,s,explorada,9.29,9.35,habitanteysuesperanza_01_neruda_128kb_38
l,0-0-30-4,o,p,explorada,9.35,9.38,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-30-5,ɾ,l,explorada,9.38,9.42,habitanteysuesperanza_01_neruda_128kb_38
ɾ,0-0-30-6,a,o,explorada,9.42,9.48,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-30-7,ð,ɾ,explorada,9.48,9.58,habitanteysuesperanza_01_neruda_128kb_38
ð,0-0-30-8,a,a,explorada,9.58,9.66,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-30-9,#,ð,explorada,9.66,9.71,habitanteysuesperanza_01_neruda_128kb_38
k,0-0-31-0,õ,#,con,9.71,9.78,habitanteysuesperanza_01_neruda_128kb_38
õ,0-0-31-1,n,k,con,9.78,9.81,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-31-2,#,õ,con,9.81,9.87,habitanteysuesperanza_01_neruda_128kb_38
b,0-0-32-0,w,#,buenos,9.87,9.92,habitanteysuesperanza_01_neruda_128kb_38
w,0-0-32-1,e,b,buenos,9.92,9.96,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-32-2,n,w,buenos,9.96,10.0,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-32-3,o,e,buenos,10.0,10.04,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-32-4,s,n,buenos,10.04,10.08,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-32-5,#,o,buenos,10.08,10.2,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-33-0,x,#,ojos,10.2,10.27,habitanteysuesperanza_01_neruda_128kb_38
x,0-0-33-1,o,o,ojos,10.27,10.39,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-33-2,s,x,ojos,10.39,10.47,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-33-3,#,o,ojos,10.47,10.54,habitanteysuesperanza_01_neruda_128kb_38
ɟʝ,0-0-34-0,e,#,y,10.54,10.71,habitanteysuesperanza_01_neruda_128kb_38
e,0-0-34-1,#,ɟʝ,y,10.71,10.76,habitanteysuesperanza_01_neruda_128kb_38
ẽ,0-0-35-0,n,#,entusiasmo,10.76,10.82,habitanteysuesperanza_01_neruda_128kb_38
n,0-0-35-1,t̪,ẽ,entusiasmo,10.82,10.88,habitanteysuesperanza_01_neruda_128kb_38
t̪,0-0-35-2,u,n,entusiasmo,10.88,10.93,habitanteysuesperanza_01_neruda_128kb_38
u,0-0-35-3,s,t̪,entusiasmo,10.93,10.98,habitanteysuesperanza_01_neruda_128kb_38
s,0-0-35-4,j,u,entusiasmo,10.98,11.05,habitanteysuesperanza_01_neruda_128kb_38
j,0-0-35-5,a,s,entusiasmo,11.05,11.09,habitanteysuesperanza_01_neruda_128kb_38
a,0-0-35-6,z,j,entusiasmo,11.09,11.2,habitanteysuesperanza_01_neruda_128kb_38
z,0-0-35-7,m,a,entusiasmo,11.2,11.29,habitanteysuesperanza_01_neruda_128kb_38
m,0-0-35-8,o,z,entusiasmo,11.29,11.34,habitanteysuesperanza_01_neruda_128kb_38
o,0-0-35-9,#,m,entusiasmo,11.34,11.559365,habitanteysuesperanza_01_neruda_128kb_38
,0-0-0-0,#,#,,0.0,0.04,habitanteysuesperanza_01_neruda_128kb_39
a,0-0-1-0,#,#,a,0.04,0.1,habitanteysuesperanza_01_neruda_128kb_39
m,0-0-2-0,e,#,media,0.1,0.17,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-2-1,ð,m,media,0.17,0.26,habitanteysuesperanza_01_neruda_128kb_39
ð,0-0-2-2,j,e,media,0.26,0.27,habitanteysuesperanza_01_neruda_128kb_39
j,0-0-2-3,a,ð,media,0.27,0.3,habitanteysuesperanza_01_neruda_128kb_39
a,0-0-2-4,#,j,media,0.3,0.36,habitanteysuesperanza_01_neruda_128kb_39
t̪,0-0-3-0,a,#,tarde,0.36,0.44,habitanteysuesperanza_01_neruda_128kb_39
a,0-0-3-1,r,t̪,tarde,0.44,0.52,habitanteysuesperanza_01_neruda_128kb_39
r,0-0-3-2,ð,a,tarde,0.52,0.62,habitanteysuesperanza_01_neruda_128kb_39
ð,0-0-3-3,e,r,tarde,0.62,0.63,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-3-4,#,ð,tarde,0.63,0.71,habitanteysuesperanza_01_neruda_128kb_39
s,0-0-4-0,e,#,se,0.71,0.84,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-4-1,#,s,se,0.84,0.89,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-5-0,s,#,escurre,0.89,0.94,habitanteysuesperanza_01_neruda_128kb_39
s,0-0-5-1,k,e,escurre,0.94,1.03,habitanteysuesperanza_01_neruda_128kb_39
k,0-0-5-2,u,s,escurre,1.03,1.1,habitanteysuesperanza_01_neruda_128kb_39
u,0-0-5-3,r,k,escurre,1.1,1.18,habitanteysuesperanza_01_neruda_128kb_39
r,0-0-5-4,e,u,escurre,1.18,1.27,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-5-5,#,r,escurre,1.27,1.33,habitanteysuesperanza_01_neruda_128kb_39
p,0-0-6-0,o,#,por,1.33,1.43,habitanteysuesperanza_01_neruda_128kb_39
o,0-0-6-1,r,p,por,1.43,1.46,habitanteysuesperanza_01_neruda_128kb_39
r,0-0-6-2,#,o,por,1.46,1.51,habitanteysuesperanza_01_neruda_128kb_39
d̪,0-0-7-0,e,#,debajo,1.51,1.55,habitanteysuesperanza_01_neruda_128kb_39
e,0-0-7-1,β,d̪,debajo,1.55,1.58,habitanteysuesperanza_01_neruda_128kb_39
